Name,Total_Time,Artist,Album,Genre,Genre_2,Genre_3,Location
Lost and Found,04:05.560,Prong,Beg to Differ,Thrash Metal,Hardcore Punk,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Prong/Beg To Differ/04 Lost and Found.m4a
Lucretia,03:56,Megadeth,Rust In Peace,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Megadeth/Rust In Peace/06 Lucretia.m4a
Machinery,07:02.733,Deathrow,Deception Ignored,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathrow/Deception Ignored/07 Machinery.m4a
Mad Butcher,03:30.893,Destruction,Sentence of Death,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Destruction/Sentence of Death/04 Mad Butcher.m4a
Mandatory Suicide,04:05.120,Slayer,South of Heaven,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/South of Heaven/05 Mandatory Suicide.m4a
Mang,46.906,Realm,Endless War,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Realm/Endless War/10 Mang.m4a
Maniac Forces,05:08.666,Tankard,Zombie Attack,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tankard/Zombie Attack/04 Maniac Forces.m4a
Masked Jackal,04:47.506,Coroner,Punishment for Decadence,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Coroner/Punishment for Decadence/03 Masked Jackal.m4a
Master of Puppets,08:35.386,Metallica,Master of Puppets,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Metallica/Master of Puppets/02 Master of Puppets.m4a
Material World Paranoia,05:01,Kreator,Coma of Souls,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kreator/Coma of Souls/07 Material World Paranoia.m4a
Mayhem With Mercy,58.466,Venom,Welcome to Hell,Thrash Metal,Speed Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Venom/Welcome to Hell/04 Mayhem With Mercy.m4a
Meet Your Destiny,04:02.786,Destruction,The Antichrist,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Destruction/The Antichrist/07 Meet Your Destiny.m4a
Mental Slavery,05:45.826,Kreator,Coma of Souls,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kreator/Coma of Souls/10 Mental Slavery.m4a
Mephistopheles,04:02.266,Abigail,Descending From a Blackend Sky,Thrash Metal,Black Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Abigail/Descending From a Blackend Sky/03 Mephistopheles.m4a
Mephistopheles,05:13.053,Abigail,Intercourse and Lust,Thrash Metal,Black Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Abigail/Intercourse and Lust/07 Mephistopheles.m4a
Mercenary,03:26.973,Tankard,Zombie Attack,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tankard/Zombie Attack/03 Mercenary.m4a
Mesmerized,03:25,Celtic Frost,Into the Pandemonium,Thrash Metal,Death Metal,Black Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Celtic Frost/Into the Pandemonium/02 Mesmerized.m4a
Metal Bitch Inferno,03:41.146,Abigail,Sweet Baby Metal Slut,Thrash Metal,Black Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Abigail/Sweet Baby Metal Slut/02 Metal Bitch Inferno.m4a
Metal Command,04:14.120,Exodus,Bonded By Blood,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Exodus/Bonded By Blood/05 Metal Command.m4a
Metal Evil Metal,04:44.213,Abigail,Sweet Baby Metal Slut,Thrash Metal,Black Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Abigail/Sweet Baby Metal Slut/01 Metal Evil Metal.m4a
Metal Militia,05:11.466,Metallica,Kill 'Em All,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Metallica/Kill 'Em All/10 Metal Militia.m4a
Metal Storm/Face the Slayer,04:53.133,Slayer,Show No Mercy,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/Show No Mercy/05 Metal Storm_Face the Slayer.m4a
Mexican Radio,03:29.333,Celtic Frost,Into the Pandemonium,Thrash Metal,Death Metal,Black Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Celtic Frost/Into the Pandemonium/01 Mexican Radio.m4a
Midnight at the Graveyard,03:32.106,Witchery,Restless & Dead,Thrash Metal,Black Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Witchery/Restless & Dead/03 Midnight at the Graveyard.m4a
Military Service,03:38.506,Holy Moses,Finished With the Dogs,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Holy Moses/Finished With the Dogs/10 Military Service.m4a
Militia of Death,02:41.933,Antichrist,Forbidden World,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Antichrist/Forbidden World/02 Militia of Death.m4a
Minotaur,08:00.866,Antichrist,Forbidden World,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Antichrist/Forbidden World/09 Minotaur.m4a
Misguided Fortune,05:41.360,Flotsam and Jetsam,No Place for Disgrace,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Flotsam and Jetsam/No Place for Disgrace/08 Misguided Fortune.m4a
Mistress of Deception,04:57.666,Coroner,No More Color,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Coroner/No More Color/05 Mistress of Deception.m4a
Mon Cheri,47.640,Tankard,The Morning After,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tankard/The Morning After/11 Mon Cheri.m4a
More Than Meets the Eye,04:33.226,Testament,The Formation of Damnation,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Testament/The Formation of Damnation/02 More Than Meets the Eye.m4a
Motorbreath,03:07.840,Metallica,Kill 'Em All,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Metallica/Kill 'Em All/03 Motorbreath.m4a
Murder Fantasies,04:50.160,Kreator,Enemy of God,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kreator/Enemy of God/07 Murder Fantasies.m4a
Mythistory,06:46.960,Sabbat,Dreamweaver,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Sabbat/Dreamweaver/08 Mythistory.m4a
N.E. Terror,05:57.426,Flotsam and Jetsam,No Place for Disgrace,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Flotsam and Jetsam/No Place for Disgrace/03 N.E. Terror.m4a
N.L.Y.H.,03:11.960,Deathrow,Deception Ignored,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathrow/Deception Ignored/04 N.L.Y.H..m4a
Nailed to the Cross,03:46.880,Destruction,The Antichrist,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Destruction/The Antichrist/03 Nailed to the Cross.m4a
Narcotic,09:21.920,Deathrow,Deception Ignored,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathrow/Deception Ignored/06 Narcotic.m4a
Necromantical Screams,06:04.480,Celtic Frost,To Mega Therion,Thrash Metal,Death Metal,Black Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Celtic Frost/To Mega Therion/10 Necromantical Screams.m4a
Necrophiliac,03:46.333,Slayer,Hell Awaits,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/Hell Awaits/05 Necrophiliac.m4a
Necrophobic,01:40.493,Slayer,Reign In Blood,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/Reign In Blood/03 Necrophobic.m4a
Necropolis,08:10.880,Antichrist,Forbidden World,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Antichrist/Forbidden World/05 Necropolis.m4a
No Escape,05:00.666,Kreator,Terrible Certainty,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kreator/Terrible Certainty/06 No Escape.m4a
No Love,05:09.013,Exodus,Bonded By Blood,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Exodus/Bonded By Blood/07 No Love.m4a
No Need to Be Human,04:30.506,Coroner,No More Color,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Coroner/No More Color/02 No Need to Be Human.m4a
No Place for Disgrace,06:13.466,Flotsam and Jetsam,No Place for Disgrace,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Flotsam and Jetsam/No Place for Disgrace/01 No Place for Disgrace.m4a
No Remorse,06:26.560,Metallica,Kill 'Em All,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Metallica/Kill 'Em All/08 No Remorse.m4a
Nocturnal Obeisance / Massacre,04:03.733,Bathory,Under the Sign of the Black Mark,Thrash Metal,Black Metal,Speed Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Bathory/Under the Sign of the Black Mark/01 Nocturnal Obeisance _ Massacre.m4a
Nosferatu,03:34.466,Coroner,R.I.P.,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Coroner/R.I.P_/05 Nosferatu.m4a
Numb,04:48.506,Mordred,Fool's Game,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Mordred/Fool's Game/10 Numb.m4a
Oblivion,04:54.013,Vektor,Black Future,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Vektor/Black Future/02 Oblivion.m4a
Of Doom...,03:42.893,Bathory,Under the Sign of the Black Mark,Thrash Metal,Black Metal,Speed Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Bathory/Under the Sign of the Black Mark/08 Of Doom....m4a
Off-Kilter,05:07.773,Deceased,Surreal Overdose,Thrash Metal,Death Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/_Deceased/_Surreal Overdose/05 Off-Kilter.m4a
Omen of the Beast,06:47.293,Deathhammer,Evil Power,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathhammer/Evil Power/08 Omen of the Beast.m4a
One Evil Comes - A Million Follow,03:19.906,Kreator,Enemy of God,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kreator/Enemy of God/09 One Evil Comes - A Million Follow.m4a
One of Us,04:00.200,Kreator,Terrible Certainty,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kreator/Terrible Certainty/07 One of Us.m4a
One Thousand Days In Sodom,04:33.266,Venom,Welcome to Hell,Thrash Metal,Speed Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Venom/Welcome to Hell/08 One Thousand Days In Sodom.m4a
Orion,08:27.226,Metallica,Master of Puppets,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Metallica/Master of Puppets/07 Orion.m4a
Out of the Game,02:45,Razor,Violent Restitution,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Razor/Violent Restitution/09 Out of the Game.m4a
Overkill II (The Nightmare Continues),07:08.440,Overkill,Taking Over,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Overkill/Taking Over/09 Overkill II (The Nightmare Continues).m4a
P.A.A.B.,05:32.133,Flotsam and Jetsam,No Place for Disgrace,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Flotsam and Jetsam/No Place for Disgrace/09 P.A.A.B..m4a
Pace 'till Death,03:40.200,Bathory,Blood Fire Death,Thrash Metal,Black Metal,Speed Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Bathory/Blood Fire Death/04 Pace 'till Death.m4a
"Pain's Invention, Madness",07:43.986,Dark Angel,Time Does Not Heal,Thrash Metal,NA,NA,"///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Dark Angel/Time Does Not Heal/02 Pain's Invention, Madness.m4a"
"Paralyzed, Mesmerized",07:52.607,Sceptic,Internal Complexity,Thrash Metal,NA,NA,"///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Sceptic/Internal Complexity/08 Paralyzed, Mesmerized.m4a"
Parody of Life,03:53.413,Headhunter,Parody of Life,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Headhunter/Parody of Life/01 Parody of Life.m4a
Pentagram,03:33.560,Possessed,Seven Churches,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Possessed/Seven Churches/02 Pentagram.m4a
People of the Lie,03:15.906,Kreator,Coma of Souls,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kreator/Coma of Souls/03 People of the Lie.m4a
Phantom Lord,05:01.293,Metallica,Kill 'Em All,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Metallica/Kill 'Em All/07 Phantom Lord.m4a
Phobophobia,06:31.093,Vio-Lence,Eternal Nightmare,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Vio-Lence/Eternal Nightmare/03 Phobophobia.m4a
Piece By Piece,02:02.573,Slayer,Reign In Blood,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/Reign In Blood/02 Piece By Piece.m4a
Piranha,03:47.173,Exodus,Bonded By Blood,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Exodus/Bonded By Blood/06 Piranha.m4a
Plead Guilty,04:49.600,Headhunter,Parody of Life,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Headhunter/Parody of Life/03 Plead Guilty.m4a
Poison,04:28.533,Venom,Welcome to Hell,Thrash Metal,Speed Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Venom/Welcome to Hell/05 Poison.m4a
Poison,03:59.560,Tankard,Zombie Attack,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tankard/Zombie Attack/09 Poison.m4a
Poison Was the Cure,02:56.800,Megadeth,Rust In Peace,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Megadeth/Rust In Peace/05 Poison Was the Cure.m4a
Poisoned Minds,04:16.266,Realm,Endless War,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Realm/Endless War/11 Poisoned Minds.m4a
Postmortem,03:27.440,Slayer,Reign In Blood,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/Reign In Blood/09 Postmortem.m4a
Powersurge,04:36.786,Overkill,Taking Over,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Overkill/Taking Over/06 Powersurge.m4a
Powertrip,03:19.333,Deathhammer,Evil Power,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathhammer/Evil Power/04 Powertrip.m4a
Praise of Death,05:21.040,Slayer,Hell Awaits,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/Hell Awaits/04 Praise of Death.m4a
Prime Cut,03:49.506,Prong,Beg to Differ,Thrash Metal,Hardcore Punk,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Prong/Beg To Differ/09 Prime Cut.m4a
Psychosexuality,08:55.066,Dark Angel,Time Does Not Heal,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Dark Angel/Time Does Not Heal/05 Psychosexuality.m4a
Puke,57.800,Tankard,Chemical Invasion,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Tankard/Chemical Invasion/05 Puke.m4a
Pure Blood,04:53.200,Znöwhite,Act of God,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Znöwhite/Act of God/03 Pure Blood.m4a
R.I.P.,05:36.506,Coroner,R.I.P.,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Coroner/R.I.P_/08 R.I.P..m4a
Radical Resistance,03:43.360,Kreator,Hordes of Chaos,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Kreator/Hordes of Chaos/06 Radical Resistance.m4a
Raining Blood,04:17.026,Slayer,Reign In Blood,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/Reign In Blood/10 Raining Blood.m4a
Raise the Dead,02:53.373,Venom,Black Metal,Thrash Metal,Speed Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Venom/Black Metal/04 Raise the Dead.m4a
Razamanaz,03:14,Artillery,By Inheritance,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Artillery/By Inheritance/09 Razamanaz.m4a
Read Between the Lies,03:20.200,Slayer,South of Heaven,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/South of Heaven/07 Read Between the Lies.m4a
Read My Scars,04:31.933,Coroner,No More Color,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Coroner/No More Color/03 Read My Scars.m4a
Reborn,02:11.560,Slayer,Reign In Blood,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Slayer/Reign In Blood/07 Reborn.m4a
Reborn Through Hate,04:52.573,Coroner,R.I.P.,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Coroner/R.I.P_/02 Reborn Through Hate.m4a
Reckless Abandon,04:07.240,Mordred,Fool's Game,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Mordred/Fool's Game/08 Reckless Abandon.m4a
Red Light Fever,05:10.160,Venom,Welcome to Hell,Thrash Metal,Speed Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Venom/Welcome to Hell/11 Red Light Fever.m4a
Rest In Pain,03:19,Holy Moses,Finished With the Dogs,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Holy Moses/Finished With the Dogs/09 Rest In Pain.m4a
Rest In Peace,06:05.293,Znöwhite,Act of God,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Znöwhite/Act of God/06 Rest In Peace.m4a
Restless & Dead,03:04,Witchery,Restless & Dead,Thrash Metal,Black Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Witchery/Restless & Dead/10 Restless & Dead.m4a
Return to Serenity,06:30.573,Testament,The Ritual,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Testament/The Ritual/10 Return to Serenity.m4a
Revolution Now,05:43.600,Risk,The Daily Horror News,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Risk/The Daily Horror News/04 Revolution Now.m4a
Rex Irae (Requiem),05:59.266,Celtic Frost,Into the Pandemonium,Thrash Metal,Death Metal,Black Metal,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Celtic Frost/Into the Pandemonium/09 Rex Irae (Requiem).m4a
Ride the Lightning,06:36.986,Metallica,Ride the Lightning,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Metallica/Ride the Lightning/02 Ride the Lightning.m4a
Right to Nothing,02:57.933,Prong,Beg to Differ,Thrash Metal,Hardcore Punk,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Prong/Beg To Differ/08 Right to Nothing.m4a
Ripping Headaches,03:13.066,Voivod,Rrröööaaarrr,Thrash Metal,Speed Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Voivod/Rrröööaaarrr/04 Ripping Headaches.m4a
Roadwar,04:13.133,Risk,The Daily Horror News,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Risk/The Daily Horror News/02 Roadwar.m4a
Roll Out the Barrel,21.080,Razor,Violent Restitution,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Razor/Violent Restitution/12 Roll Out the Barrel.m4a
Rommes Fritz,03:59.640,Risk,The Daily Horror News,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Risk/The Daily Horror News/07 Rommes Fritz.m4a
Root of Evil,05:05.306,Realm,Endless War,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Realm/Endless War/05 Root of Evil.m4a
Rot In Shreds,02:58.373,Deathhammer,Evil Power,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathhammer/Evil Power/07 Rot In Shreds.m4a
Russian Roulette,04:16.200,Détente,Recognize No Authority,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Détente/Recognize No Authority/02 Russian Roulette.m4a
Rust In Peace... Polaris,05:44.066,Megadeth,Rust In Peace,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Megadeth/Rust In Peace/09 Rust In Peace... Polaris.m4a
Sacrifice,04:30.200,Venom,Black Metal,Thrash Metal,Speed Metal,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Venom/Black Metal/07 Sacrifice.m4a
Satan is Back,05:49.613,Deathhammer,Evil Power,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Deathhammer/Evil Power/03 Satan is Back.m4a
Satan's Curse,04:15.106,Possessed,Seven Churches,Thrash Metal,NA,NA,///Volumes/Benjamin's iTunes Library/iTunes Media/Music/Possessed/Seven Churches/06 Satan's Curse.m4a
